wordnum,ayah,Surah_id,position,uthmani,nastaliq
1,1,1,1,بِسْمِ,بِسۡمِ
2,1,1,2,اللّٰهِ,ٱللَّهِ
3,1,1,3,الرَّحْمٰنِ,ٱلرَّحۡمَٰنِ
4,1,1,4,الرَّحِیْمِ,ٱلرَّحِيمِ
5,2,1,1,اَلْحَمْدُ,ٱلۡحَمۡدُ
6,2,1,2,لِلّٰهِ,لِلَّهِ
7,2,1,3,رَبِّ,رَبِّ
8,2,1,4,الْعٰلَمِیْنَۙ,ٱلۡعَٰلَمِينَ
9,3,1,1,الرَّحْمٰنِ,ٱلرَّحۡمَٰنِ
10,3,1,2,الرَّحِیْمِۙ,ٱلرَّحِيمِ
11,4,1,1,مٰلِكِ,مَٰلِكِ
12,4,1,2,یَوْمِ,يَوۡمِ
13,4,1,3,الدِّیْنِؕ,ٱلدِّينِ
14,5,1,1,اِیَّاكَ,إِيَّاكَ
15,5,1,2,نَعْبُدُ,نَعۡبُدُ
16,5,1,3,وَ اِیَّاكَ,وَإِيَّاكَ
17,5,1,4,نَسْتَعِیْنُؕ,نَسۡتَعِينُ
18,6,1,1,اِهْدِنَا,ٱهۡدِنَا
19,6,1,2,الصِّرَاطَ,ٱلصِّرَٰطَ
20,6,1,3,الْمُسْتَقِیْمَۙ,ٱلۡمُسۡتَقِيمَ
21,7,1,1,صِرَاطَ,صِرَٰطَ
22,7,1,2,الَّذِیْنَ,ٱلَّذِينَ
23,7,1,3,اَنْعَمْتَ,أَنۡعَمۡتَ
24,7,1,4,عَلَیْهِمْ ۙ۬ۦ,عَلَيۡهِمۡ
25,7,1,5,غَیْرِ,غَيۡرِ
26,7,1,6,الْمَغْضُوْبِ,ٱلۡمَغۡضُوبِ
27,7,1,7,عَلَیْهِمْ,عَلَيۡهِمۡ
28,7,1,8,وَ لَا,وَلَا
29,7,1,9,الضَّآلِّیْنَ۠,ٱلضَّآلِّينَ
30,8,2,1,الٓمّٓ ۚ,الٓمٓ
31,9,2,1,ذٰلِكَ,ذَٰلِكَ
32,9,2,2,الْكِتٰبُ,ٱلۡكِتَٰبُ
33,9,2,3,لَا,لَا
34,9,2,4,رَیْبَ ۛۖۚ,رَيۡبَۛ
35,9,2,5,فِیْهِ ۛۚ,فِيهِۛ
36,9,2,6,هُدًی,هُدٗى
37,9,2,7,لِّلْمُتَّقِیْنَ ۙ,لِّلۡمُتَّقِينَ
38,10,2,1,الَّذِیْنَ,ٱلَّذِينَ
39,10,2,2,یُؤْمِنُوْنَ,يُؤۡمِنُونَ
40,10,2,3,بِالْغَیْبِ,بِٱلۡغَيۡبِ
41,10,2,4,وَ یُقِیْمُوْنَ,وَيُقِيمُونَ
42,10,2,5,الصَّلٰوةَ,ٱلصَّلَوٰةَ
43,10,2,6,وَ مِمَّا,وَمِمَّا
44,10,2,7,رَزَقْنٰهُمْ,رَزَقۡنَٰهُمۡ
45,10,2,8,یُنْفِقُوْنَ ۙ,يُنفِقُونَ
46,11,2,1,وَ الَّذِیْنَ,وَٱلَّذِينَ
47,11,2,2,یُؤْمِنُوْنَ,يُؤۡمِنُونَ
48,11,2,3,بِمَاۤ,بِمَآ
49,11,2,4,اُنْزِلَ,أُنزِلَ
50,11,2,5,اِلَیْكَ,إِلَيۡكَ
51,11,2,6,وَ مَاۤ,وَمَآ
52,11,2,7,اُنْزِلَ,أُنزِلَ
53,11,2,8,مِنْ,مِن
54,11,2,9,قَبْلِكَ ۚ,قَبۡلِكَ
55,11,2,10,وَ بِالْاٰخِرَةِ,وَبِٱلۡأٓخِرَةِ
56,11,2,11,هُمْ,هُمۡ
57,11,2,12,یُوْقِنُوْنَ ؕ,يُوقِنُونَ
58,12,2,1,اُولٰٓىِٕكَ,أُوْلَٰٓئِكَ
59,12,2,2,عَلٰی,عَلَىٰ
60,12,2,3,هُدًی,هُدٗى
61,12,2,4,مِّنْ,مِّن
62,12,2,5,رَّبِّهِمْ ۗ,رَّبِّهِمۡۖ
63,12,2,6,وَ اُولٰٓىِٕكَ,وَأُوْلَٰٓئِكَ
64,12,2,7,هُمُ,هُمُ
65,12,2,8,الْمُفْلِحُوْنَ ,ٱلۡمُفۡلِحُونَ
66,13,2,1,اِنَّ,إِنَّ
67,13,2,2,الَّذِیْنَ,ٱلَّذِينَ
68,13,2,3,كَفَرُوْا,كَفَرُواْ
69,13,2,4,سَوَآءٌ,سَوَآءٌ
70,13,2,5,عَلَیْهِمْ,عَلَيۡهِمۡ
71,13,2,6,ءَاَنْذَرْتَهُمْ,ءَأَنذَرۡتَهُمۡ
72,13,2,7,اَمْ,أَمۡ
73,13,2,8,لَمْ,لَمۡ
74,13,2,9,تُنْذِرْهُمْ,تُنذِرۡهُمۡ
75,13,2,10,لَا,لَا
76,13,2,11,یُؤْمِنُوْنَ ,يُؤۡمِنُونَ
77,14,2,1,خَتَمَ,خَتَمَ
78,14,2,2,اللّٰهُ,ٱللَّهُ
79,14,2,3,عَلٰی,عَلَىٰ
80,14,2,4,قُلُوْبِهِمْ,قُلُوبِهِمۡ
81,14,2,5,وَ عَلٰی,وَعَلَىٰ
82,14,2,6,سَمْعِهِمْ ؕ,سَمۡعِهِمۡۖ
83,14,2,7,وَ عَلٰۤی,وَعَلَىٰٓ
84,14,2,8,اَبْصَارِهِمْ,أَبۡصَٰرِهِمۡ
85,14,2,9,غِشَاوَةٌ ؗ,غِشَٰوَةٞۖ
86,14,2,10,وَّ لَهُمْ,وَلَهُمۡ
87,14,2,11,عَذَابٌ,عَذَابٌ
88,14,2,12,عَظِیْمٌ ۠,عَظِيمٞ
89,15,2,1,وَ مِنَ,وَمِنَ
90,15,2,2,النَّاسِ,ٱلنَّاسِ
91,15,2,3,مَنْ,مَن
92,15,2,4,یَّقُوْلُ,يَقُولُ
93,15,2,5,اٰمَنَّا,ءَامَنَّا
94,15,2,6,بِاللّٰهِ,بِٱللَّهِ
95,15,2,7,وَ بِالْیَوْمِ,وَبِٱلۡيَوۡمِ
96,15,2,8,الْاٰخِرِ,ٱلۡأٓخِرِ
97,15,2,9,وَ مَا,وَمَا
98,15,2,10,هُمْ,هُم
99,15,2,11,بِمُؤْمِنِیْنَ ۘ,بِمُؤۡمِنِينَ
100,16,2,1,یُخٰدِعُوْنَ,يُخَٰدِعُونَ
101,16,2,2,اللّٰهَ,ٱللَّهَ
102,16,2,3,وَ الَّذِیْنَ,وَٱلَّذِينَ
103,16,2,4,اٰمَنُوْا ۚ,ءَامَنُواْ
104,16,2,5,وَ مَا,وَمَا
105,16,2,6,یَخْدَعُوْنَ,يَخۡدَعُونَ
106,16,2,7,اِلَّاۤ,إِلَّآ
107,16,2,8,اَنْفُسَهُمْ,أَنفُسَهُمۡ
108,16,2,9,وَ مَا,وَمَا
109,16,2,10,یَشْعُرُوْنَ ؕ,يَشۡعُرُونَ
110,17,2,1,فِیْ,فِي
111,17,2,2,قُلُوْبِهِمْ,قُلُوبِهِم
112,17,2,3,مَّرَضٌ ۙ,مَّرَضٞ
113,17,2,4,فَزَادَهُمُ,فَزَادَهُمُ
114,17,2,5,اللّٰهُ,ٱللَّهُ
115,17,2,6,مَرَضًا ۚ,مَرَضٗاۖ
116,17,2,7,وَ لَهُمْ,وَلَهُمۡ
117,17,2,8,عَذَابٌ,عَذَابٌ
118,17,2,9,اَلِیْمٌۢ ۙ۬,أَلِيمُۢ
119,17,2,10,بِمَا,بِمَا
120,17,2,11,كَانُوْا,كَانُواْ
121,17,2,12,یَكْذِبُوْنَ ,يَكۡذِبُونَ
122,18,2,1,وَ اِذَا,وَإِذَا
123,18,2,2,قِیْلَ,قِيلَ
124,18,2,3,لَهُمْ,لَهُمۡ
125,18,2,4,لَا,لَا
126,18,2,5,تُفْسِدُوْا,تُفۡسِدُواْ
127,18,2,6,فِی,فِي
128,18,2,7,الْاَرْضِ ۙ,ٱلۡأَرۡضِ
129,18,2,8,قَالُوْۤا,قَالُوٓاْ
130,18,2,9,اِنَّمَا,إِنَّمَا
131,18,2,10,نَحْنُ,نَحۡنُ
132,18,2,11,مُصْلِحُوْنَ ,مُصۡلِحُونَ
133,19,2,1,اَلَاۤ,أَلَآ
134,19,2,2,اِنَّهُمْ,إِنَّهُمۡ
135,19,2,3,هُمُ,هُمُ
136,19,2,4,الْمُفْسِدُوْنَ,ٱلۡمُفۡسِدُونَ
137,19,2,5,وَ لٰكِنْ,وَلَٰكِن
138,19,2,6,لَّا,لَّا
139,19,2,7,یَشْعُرُوْنَ ,يَشۡعُرُونَ
140,20,2,1,وَ اِذَا,وَإِذَا
141,20,2,2,قِیْلَ,قِيلَ
142,20,2,3,لَهُمْ,لَهُمۡ
143,20,2,4,اٰمِنُوْا,ءَامِنُواْ
144,20,2,5,كَمَاۤ,كَمَآ
145,20,2,6,اٰمَنَ,ءَامَنَ
146,20,2,7,النَّاسُ,ٱلنَّاسُ
147,20,2,8,قَالُوْۤا,قَالُوٓاْ
148,20,2,9,اَنُؤْمِنُ,أَنُؤۡمِنُ
149,20,2,10,كَمَاۤ,كَمَآ
150,20,2,11,اٰمَنَ,ءَامَنَ
151,20,2,12,السُّفَهَآءُ ؕ,ٱلسُّفَهَآءُۗ
152,20,2,13,اَلَاۤ,أَلَآ
153,20,2,14,اِنَّهُمْ,إِنَّهُمۡ
154,20,2,15,هُمُ,هُمُ
155,20,2,16,السُّفَهَآءُ,ٱلسُّفَهَآءُ
156,20,2,17,وَ لٰكِنْ,وَلَٰكِن
157,20,2,18,لَّا,لَّا
158,20,2,19,یَعْلَمُوْنَ ,يَعۡلَمُونَ
159,21,2,1,وَ اِذَا,وَإِذَا
160,21,2,2,لَقُوا,لَقُواْ
161,21,2,3,الَّذِیْنَ,ٱلَّذِينَ
162,21,2,4,اٰمَنُوْا,ءَامَنُواْ
163,21,2,5,قَالُوْۤا,قَالُوٓاْ
164,21,2,6,اٰمَنَّا ۖۚ,ءَامَنَّا
165,21,2,7,وَ اِذَا,وَإِذَا
166,21,2,8,خَلَوْا,خَلَوۡاْ
167,21,2,9,اِلٰی,إِلَىٰ
168,21,2,10,شَیٰطِیْنِهِمْ ۙ,شَيَٰطِينِهِمۡ
169,21,2,11,قَالُوْۤا,قَالُوٓاْ
170,21,2,12,اِنَّا,إِنَّا
171,21,2,13,مَعَكُمْ ۙ,مَعَكُمۡ
172,21,2,14,اِنَّمَا,إِنَّمَا
173,21,2,15,نَحْنُ,نَحۡنُ
174,21,2,16,مُسْتَهْزِءُوْنَ ,مُسۡتَهۡزِءُونَ
175,22,2,1,اَللّٰهُ,ٱللَّهُ
176,22,2,2,یَسْتَهْزِئُ,يَسۡتَهۡزِئُ
177,22,2,3,بِهِمْ,بِهِمۡ
178,22,2,4,وَ یَمُدُّهُمْ,وَيَمُدُّهُمۡ
179,22,2,5,فِیْ,فِي
180,22,2,6,طُغْیَانِهِمْ,طُغۡيَٰنِهِمۡ
181,22,2,7,یَعْمَهُوْنَ ,يَعۡمَهُونَ
182,23,2,1,اُولٰٓىِٕكَ,أُوْلَٰٓئِكَ
183,23,2,2,الَّذِیْنَ,ٱلَّذِينَ
184,23,2,3,اشْتَرَوُا,ٱشۡتَرَوُاْ
185,23,2,4,الضَّلٰلَةَ,ٱلضَّلَٰلَةَ
186,23,2,5,بِالْهُدٰی ۪,بِٱلۡهُدَىٰ
187,23,2,6,فَمَا,فَمَا
188,23,2,7,رَبِحَتْ,رَبِحَت
189,23,2,8,تِّجَارَتُهُمْ,تِّجَٰرَتُهُمۡ
190,23,2,9,وَ مَا,وَمَا
191,23,2,10,كَانُوْا,كَانُواْ
192,23,2,11,مُهْتَدِیْنَ ,مُهۡتَدِينَ
193,24,2,1,مَثَلُهُمْ,مَثَلُهُمۡ
194,24,2,2,كَمَثَلِ,كَمَثَلِ
195,24,2,3,الَّذِی,ٱلَّذِي
196,24,2,4,اسْتَوْقَدَ,ٱسۡتَوۡقَدَ
197,24,2,5,نَارًا ۚ,نَارٗا
198,24,2,6,فَلَمَّاۤ,فَلَمَّآ
199,24,2,7,اَضَآءَتْ,أَضَآءَتۡ
200,24,2,8,مَا,مَا
201,24,2,9,حَوْلَهٗ,حَوۡلَهُۥ
202,24,2,10,ذَهَبَ,ذَهَبَ
203,24,2,11,اللّٰهُ,ٱللَّهُ
204,24,2,12,بِنُوْرِهِمْ,بِنُورِهِمۡ
205,24,2,13,وَ تَرَكَهُمْ,وَتَرَكَهُمۡ
206,24,2,14,فِیْ,فِي
207,24,2,15,ظُلُمٰتٍ,ظُلُمَٰتٖ
208,24,2,16,لَّا,لَّا
209,24,2,17,یُبْصِرُوْنَ ,يُبۡصِرُونَ
210,25,2,1,صُمٌّۢ,صُمُّۢ
211,25,2,2,بُكْمٌ,بُكۡمٌ
212,25,2,3,عُمْیٌ,عُمۡيٞ
213,25,2,4,فَهُمْ,فَهُمۡ
214,25,2,5,لَا,لَا
215,25,2,6,یَرْجِعُوْنَ ۙ,يَرۡجِعُونَ
216,26,2,1,اَوْ,أَوۡ
217,26,2,2,كَصَیِّبٍ,كَصَيِّبٖ
218,26,2,3,مِّنَ,مِّنَ
219,26,2,4,السَّمَآءِ,ٱلسَّمَآءِ
220,26,2,5,فِیْهِ,فِيهِ
221,26,2,6,ظُلُمٰتٌ,ظُلُمَٰتٞ
222,26,2,7,وَّ رَعْدٌ,وَرَعۡدٞ
223,26,2,8,وَّ بَرْقٌ ۚ,وَبَرۡقٞ
224,26,2,9,یَجْعَلُوْنَ,يَجۡعَلُونَ
225,26,2,10,اَصَابِعَهُمْ,أَصَٰبِعَهُمۡ
226,26,2,11,فِیْۤ,فِيٓ
227,26,2,12,اٰذَانِهِمْ,ءَاذَانِهِم
228,26,2,13,مِّنَ,مِّنَ
229,26,2,14,الصَّوَاعِقِ,ٱلصَّوَٰعِقِ
230,26,2,15,حَذَرَ,حَذَرَ
231,26,2,16,الْمَوْتِ ؕ,ٱلۡمَوۡتِۚ
232,26,2,17,وَ اللّٰهُ,وَٱللَّهُ
233,26,2,18,مُحِیْطٌۢ,مُحِيطُۢ
234,26,2,19,بِالْكٰفِرِیْنَ ,بِٱلۡكَٰفِرِينَ
235,27,2,1,یَكَادُ,يَكَادُ
236,27,2,2,الْبَرْقُ,ٱلۡبَرۡقُ
237,27,2,3,یَخْطَفُ,يَخۡطَفُ
238,27,2,4,اَبْصَارَهُمْ ؕ,أَبۡصَٰرَهُمۡۖ
239,27,2,5,كُلَّمَاۤ,كُلَّمَآ
240,27,2,6,اَضَآءَ,أَضَآءَ
241,27,2,7,لَهُمْ,لَهُم
242,27,2,8,مَّشَوْا,مَّشَوۡاْ
243,27,2,9,فِیْهِ ۙۗ,فِيهِ
244,27,2,10,وَ اِذَاۤ,وَإِذَآ
245,27,2,11,اَظْلَمَ,أَظۡلَمَ
246,27,2,12,عَلَیْهِمْ,عَلَيۡهِمۡ
247,27,2,13,قَامُوْا ؕ,قَامُواْۚ
248,27,2,14,وَ لَوْ,وَلَوۡ
249,27,2,15,شَآءَ,شَآءَ
250,27,2,16,اللّٰهُ,ٱللَّهُ
251,27,2,17,لَذَهَبَ,لَذَهَبَ
252,27,2,18,بِسَمْعِهِمْ,بِسَمۡعِهِمۡ
253,27,2,19,وَ اَبْصَارِهِمْ ؕ,وَأَبۡصَٰرِهِمۡۚ
254,27,2,20,اِنَّ,إِنَّ
255,27,2,21,اللّٰهَ,ٱللَّهَ
256,27,2,22,عَلٰی,عَلَىٰ
257,27,2,23,كُلِّ,كُلِّ
258,27,2,24,شَیْءٍ,شَيۡءٖ
259,27,2,25,قَدِیْرٌ ۠,قَدِيرٞ
260,28,2,1,یٰۤاَیُّهَا,يَٰٓأَيُّهَا
261,28,2,2,النَّاسُ,ٱلنَّاسُ
262,28,2,3,اعْبُدُوْا,ٱعۡبُدُواْ
263,28,2,4,رَبَّكُمُ,رَبَّكُمُ
264,28,2,5,الَّذِیْ,ٱلَّذِي
265,28,2,6,خَلَقَكُمْ,خَلَقَكُمۡ
266,28,2,7,وَ الَّذِیْنَ,وَٱلَّذِينَ
267,28,2,8,مِنْ,مِن
268,28,2,9,قَبْلِكُمْ,قَبۡلِكُمۡ
269,28,2,10,لَعَلَّكُمْ,لَعَلَّكُمۡ
270,28,2,11,تَتَّقُوْنَ ۙ,تَتَّقُونَ
271,29,2,1,الَّذِیْ,ٱلَّذِي
272,29,2,2,جَعَلَ,جَعَلَ
273,29,2,3,لَكُمُ,لَكُمُ
274,29,2,4,الْاَرْضَ,ٱلۡأَرۡضَ
275,29,2,5,فِرَاشًا,فِرَٰشٗا
276,29,2,6,وَّ السَّمَآءَ,وَٱلسَّمَآءَ
277,29,2,7,بِنَآءً ۪,بِنَآءٗ
278,29,2,8,وَّ اَنْزَلَ,وَأَنزَلَ
279,29,2,9,مِنَ,مِنَ
280,29,2,10,السَّمَآءِ,ٱلسَّمَآءِ
281,29,2,11,مَآءً,مَآءٗ
282,29,2,12,فَاَخْرَجَ,فَأَخۡرَجَ
283,29,2,13,بِهٖ,بِهِۦ
284,29,2,14,مِنَ,مِنَ
285,29,2,15,الثَّمَرٰتِ,ٱلثَّمَرَٰتِ
286,29,2,16,رِزْقًا,رِزۡقٗا
287,29,2,17,لَّكُمْ ۚ,لَّكُمۡۖ
288,29,2,18,فَلَا,فَلَا
289,29,2,19,تَجْعَلُوْا,تَجۡعَلُواْ
290,29,2,20,لِلّٰهِ,لِلَّهِ
291,29,2,21,اَنْدَادًا,أَندَادٗا
292,29,2,22,وَّ اَنْتُمْ,وَأَنتُمۡ
293,29,2,23,تَعْلَمُوْنَ ,تَعۡلَمُونَ
294,30,2,1,وَ اِنْ,وَإِن
295,30,2,2,كُنْتُمْ,كُنتُمۡ
296,30,2,3,فِیْ,فِي
297,30,2,4,رَیْبٍ,رَيۡبٖ
298,30,2,5,مِّمَّا,مِّمَّا
299,30,2,6,نَزَّلْنَا,نَزَّلۡنَا
300,30,2,7,عَلٰی,عَلَىٰ
301,30,2,8,عَبْدِنَا,عَبۡدِنَا
302,30,2,9,فَاْتُوْا,فَأۡتُواْ
303,30,2,10,بِسُوْرَةٍ,بِسُورَةٖ
304,30,2,11,مِّنْ,مِّن
305,30,2,12,مِّثْلِهٖ ۪,مِّثۡلِهِۦ
306,30,2,13,وَ ادْعُوْا,وَٱدۡعُواْ
307,30,2,14,شُهَدَآءَكُمْ,شُهَدَآءَكُم
308,30,2,15,مِّنْ,مِّن
309,30,2,16,دُوْنِ,دُونِ
310,30,2,17,اللّٰهِ,ٱللَّهِ
311,30,2,18,اِنْ,إِن
312,30,2,19,كُنْتُمْ,كُنتُمۡ
313,30,2,20,صٰدِقِیْنَ ,صَٰدِقِينَ
314,31,2,1,فَاِنْ,فَإِن
315,31,2,2,لَّمْ,لَّمۡ
316,31,2,3,تَفْعَلُوْا,تَفۡعَلُواْ
317,31,2,4,وَ لَنْ,وَلَن
318,31,2,5,تَفْعَلُوْا,تَفۡعَلُواْ
319,31,2,6,فَاتَّقُوا,فَٱتَّقُواْ
320,31,2,7,النَّارَ,ٱلنَّارَ
321,31,2,8,الَّتِیْ,ٱلَّتِي
322,31,2,9,وَ قُوْدُهَا,وَقُودُهَا
323,31,2,10,النَّاسُ,ٱلنَّاسُ
324,31,2,11,وَ الْحِجَارَةُ ۖۚ,وَٱلۡحِجَارَةُۖ
325,31,2,12,اُعِدَّتْ,أُعِدَّتۡ
326,31,2,13,لِلْكٰفِرِیْنَ ,لِلۡكَٰفِرِينَ
327,32,2,1,وَ بَشِّرِ,وَبَشِّرِ
328,32,2,2,الَّذِیْنَ,ٱلَّذِينَ
329,32,2,3,اٰمَنُوْا,ءَامَنُواْ
330,32,2,4,وَ عَمِلُوا,وَعَمِلُواْ
331,32,2,5,الصّٰلِحٰتِ,ٱلصَّٰلِحَٰتِ
332,32,2,6,اَنَّ,أَنَّ
333,32,2,7,لَهُمْ,لَهُمۡ
334,32,2,8,جَنّٰتٍ,جَنَّٰتٖ
335,32,2,9,تَجْرِیْ,تَجۡرِي
336,32,2,10,مِنْ,مِن
337,32,2,11,تَحْتِهَا,تَحۡتِهَا
338,32,2,12,الْاَنْهٰرُ ؕ,ٱلۡأَنۡهَٰرُۖ
339,32,2,13,كُلَّمَا,كُلَّمَا
340,32,2,14,رُزِقُوْا,رُزِقُواْ
341,32,2,15,مِنْهَا,مِنۡهَا
342,32,2,16,مِنْ,مِن
343,32,2,17,ثَمَرَةٍ,ثَمَرَةٖ
344,32,2,18,رِّزْقًا ۙ,رِّزۡقٗا
345,32,2,19,قَالُوْا,قَالُواْ
346,32,2,20,هٰذَا,هَٰذَا
347,32,2,21,الَّذِیْ,ٱلَّذِي
348,32,2,22,رُزِقْنَا,رُزِقۡنَا
349,32,2,23,مِنْ,مِن
350,32,2,24,قَبْلُ ۙ,قَبۡلُۖ
351,32,2,25,وَ اُتُوْا,وَأُتُواْ
352,32,2,26,بِهٖ,بِهِۦ
353,32,2,27,مُتَشَابِهًا ؕ,مُتَشَٰبِهٗاۖ
354,32,2,28,وَ لَهُمْ,وَلَهُمۡ
355,32,2,29,فِیْهَاۤ,فِيهَآ
356,32,2,30,اَزْوَاجٌ,أَزۡوَٰجٞ
357,32,2,31,مُّطَهَّرَةٌ ۙۗ,مُّطَهَّرَةٞۖ
358,32,2,32,وَّ هُمْ,وَهُمۡ
359,32,2,33,فِیْهَا,فِيهَا
360,32,2,34,خٰلِدُوْنَ ,خَٰلِدُونَ
361,33,2,1,اِنَّ,۞إِنَّ
362,33,2,2,اللّٰهَ,ٱللَّهَ
363,33,2,3,لَا,لَا
364,33,2,4,یَسْتَحْیٖۤ,يَسۡتَحۡيِۦٓ
365,33,2,5,اَنْ,أَن
366,33,2,6,یَّضْرِبَ,يَضۡرِبَ
367,33,2,7,مَثَلًا,مَثَلٗا
368,33,2,8,مَّا,مَّا
369,33,2,9,بَعُوْضَةً,بَعُوضَةٗ
370,33,2,10,فَمَا,فَمَا
371,33,2,11,فَوْقَهَا ؕ,فَوۡقَهَاۚ
372,33,2,12,فَاَمَّا,فَأَمَّا
373,33,2,13,الَّذِیْنَ,ٱلَّذِينَ
374,33,2,14,اٰمَنُوْا,ءَامَنُواْ
375,33,2,15,فَیَعْلَمُوْنَ,فَيَعۡلَمُونَ
376,33,2,16,اَنَّهُ,أَنَّهُ
377,33,2,17,الْحَقُّ,ٱلۡحَقُّ
378,33,2,18,مِنْ,مِن
379,33,2,19,رَّبِّهِمْ ۚ,رَّبِّهِمۡۖ
380,33,2,20,وَ اَمَّا,وَأَمَّا
381,33,2,21,الَّذِیْنَ,ٱلَّذِينَ
382,33,2,22,كَفَرُوْا,كَفَرُواْ
383,33,2,23,فَیَقُوْلُوْنَ,فَيَقُولُونَ
384,33,2,24,مَا ذَاۤ,مَاذَآ
385,33,2,25,اَرَادَ,أَرَادَ
386,33,2,26,اللّٰهُ,ٱللَّهُ
387,33,2,27,بِهٰذَا,بِهَٰذَا
388,33,2,28,مَثَلًا ۘ,مَثَلٗاۘ
389,33,2,29,یُضِلُّ,يُضِلُّ
390,33,2,30,بِهٖ,بِهِۦ
391,33,2,31,كَثِیْرًا ۙ,كَثِيرٗا
392,33,2,32,وَّ یَهْدِیْ,وَيَهۡدِي
393,33,2,33,بِهٖ,بِهِۦ
394,33,2,34,كَثِیْرًا ؕ,كَثِيرٗاۚ
395,33,2,35,وَ مَا,وَمَا
396,33,2,36,یُضِلُّ,يُضِلُّ
397,33,2,37,بِهٖۤ,بِهِۦٓ
398,33,2,38,اِلَّا,إِلَّا
399,33,2,39,الْفٰسِقِیْنَ ۙ,ٱلۡفَٰسِقِينَ
400,34,2,1,الَّذِیْنَ,ٱلَّذِينَ
401,34,2,2,یَنْقُضُوْنَ,يَنقُضُونَ
402,34,2,3,عَهْدَ,عَهۡدَ
403,34,2,4,اللّٰهِ,ٱللَّهِ
404,34,2,5,مِنْۢ,مِنۢ
405,34,2,6,بَعْدِ,بَعۡدِ
406,34,2,7,مِیْثَاقِهٖ ۪,مِيثَٰقِهِۦ
407,34,2,8,وَ یَقْطَعُوْنَ,وَيَقۡطَعُونَ
408,34,2,9,مَاۤ,مَآ
409,34,2,10,اَمَرَ,أَمَرَ
410,34,2,11,اللّٰهُ,ٱللَّهُ
411,34,2,12,بِهٖۤ,بِهِۦٓ
412,34,2,13,اَنْ,أَن
413,34,2,14,یُّوْصَلَ,يُوصَلَ
414,34,2,15,وَ یُفْسِدُوْنَ,وَيُفۡسِدُونَ
415,34,2,16,فِی,فِي
416,34,2,17,الْاَرْضِ ؕ,ٱلۡأَرۡضِۚ
417,34,2,18,اُولٰٓىِٕكَ,أُوْلَٰٓئِكَ
418,34,2,19,هُمُ,هُمُ
419,34,2,20,الْخٰسِرُوْنَ ,ٱلۡخَٰسِرُونَ
420,35,2,1,كَیْفَ,كَيۡفَ
421,35,2,2,تَكْفُرُوْنَ,تَكۡفُرُونَ
422,35,2,3,بِاللّٰهِ,بِٱللَّهِ
423,35,2,4,وَ كُنْتُمْ,وَكُنتُمۡ
424,35,2,5,اَمْوَاتًا,أَمۡوَٰتٗا
425,35,2,6,فَاَحْیَاكُمْ ۚ,فَأَحۡيَٰكُمۡۖ
426,35,2,7,ثُمَّ,ثُمَّ
427,35,2,8,یُمِیْتُكُمْ,يُمِيتُكُمۡ
428,35,2,9,ثُمَّ,ثُمَّ
429,35,2,10,یُحْیِیْكُمْ,يُحۡيِيكُمۡ
430,35,2,11,ثُمَّ,ثُمَّ
431,35,2,12,اِلَیْهِ,إِلَيۡهِ
432,35,2,13,تُرْجَعُوْنَ ,تُرۡجَعُونَ
433,36,2,1,هُوَ,هُوَ
434,36,2,2,الَّذِیْ,ٱلَّذِي
435,36,2,3,خَلَقَ,خَلَقَ
436,36,2,4,لَكُمْ,لَكُم
437,36,2,5,مَّا,مَّا
438,36,2,6,فِی,فِي
439,36,2,7,الْاَرْضِ,ٱلۡأَرۡضِ
440,36,2,8,جَمِیْعًا ۗ,جَمِيعٗا
441,36,2,9,ثُمَّ,ثُمَّ
442,36,2,10,اسْتَوٰۤی,ٱسۡتَوَىٰٓ
443,36,2,11,اِلَی,إِلَى
444,36,2,12,السَّمَآءِ,ٱلسَّمَآءِ
445,36,2,13,فَسَوّٰىهُنَّ,فَسَوَّىٰهُنَّ
446,36,2,14,سَبْعَ,سَبۡعَ
447,36,2,15,سَمٰوٰتٍ ؕ,سَمَٰوَٰتٖۚ
448,36,2,16,وَ هُوَ,وَهُوَ
449,36,2,17,بِكُلِّ,بِكُلِّ
450,36,2,18,شَیْءٍ,شَيۡءٍ
451,36,2,19,عَلِیْمٌ ۠,عَلِيمٞ
452,37,2,1,وَ اِذْ,وَإِذۡ
453,37,2,2,قَالَ,قَالَ
454,37,2,3,رَبُّكَ,رَبُّكَ
455,37,2,4,لِلْمَلٰٓىِٕكَةِ,لِلۡمَلَٰٓئِكَةِ
456,37,2,5,اِنِّیْ,إِنِّي
457,37,2,6,جَاعِلٌ,جَاعِلٞ
458,37,2,7,فِی,فِي
459,37,2,8,الْاَرْضِ,ٱلۡأَرۡضِ
460,37,2,9,خَلِیْفَةً ؕ,خَلِيفَةٗۖ
461,37,2,10,قَالُوْۤا,قَالُوٓاْ
462,37,2,11,اَتَجْعَلُ,أَتَجۡعَلُ
463,37,2,12,فِیْهَا,فِيهَا
464,37,2,13,مَنْ,مَن
465,37,2,14,یُّفْسِدُ,يُفۡسِدُ
466,37,2,15,فِیْهَا,فِيهَا
467,37,2,16,وَ یَسْفِكُ,وَيَسۡفِكُ
468,37,2,17,الدِّمَآءَ ۚ,ٱلدِّمَآءَ
469,37,2,18,وَ نَحْنُ,وَنَحۡنُ
470,37,2,19,نُسَبِّحُ,نُسَبِّحُ
471,37,2,20,بِحَمْدِكَ,بِحَمۡدِكَ
